Cancer Type,Feature Type,Clinical Outcome Endpoint,Event Time Threshold (Year),Source Group,Target Group,EA-Positive,EA-Negative,DDP-Positive,DDP-Negative
STAD,"('mRNA', 'MicroRNA')",DSS,1,WHITE,NAT_A,168,23,16,5
STAD,"('mRNA', 'MicroRNA')",DSS,2,WHITE,NAT_A,76,48,8,11
STAD,"('mRNA', 'MicroRNA')",DSS,3,WHITE,NAT_A,36,55,8,11
STAD,"('mRNA', 'MicroRNA')",OS,1,WHITE,NAT_A,172,54,16,8
STAD,"('mRNA', 'MicroRNA')",OS,2,WHITE,NAT_A,77,89,8,14
STAD,"('mRNA', 'MicroRNA')",OS,3,WHITE,NAT_A,36,103,8,14
STAD,"('mRNA', 'MicroRNA')",PFI,1,WHITE,NAT_A,150,49,14,8
STAD,"('mRNA', 'MicroRNA')",PFI,2,WHITE,NAT_A,65,77,7,13
STAD,"('mRNA', 'MicroRNA')",PFI,3,WHITE,NAT_A,30,81,6,14
STAD,"('Protein', 'Methylation')",OS,1,WHITE,NAT_A,129,43,8,5
STAD,"('Protein', 'Methylation')",PFI,1,WHITE,NAT_A,114,33,6,6
STAD,"('Protein', 'MicroRNA')",OS,1,WHITE,NAT_A,150,50,11,7
STAD,"('Protein', 'MicroRNA')",PFI,1,WHITE,NAT_A,132,38,9,7
STAD,"('Protein', 'mRNA')",OS,1,WHITE,NAT_A,147,45,11,7
STAD,"('Protein', 'mRNA')",PFI,1,WHITE,NAT_A,129,38,9,7
STES,"('MicroRNA', 'Methylation')",DSS,2,WHITE,NAT_A,93,65,7,10
STES,"('MicroRNA', 'Methylation')",DSS,3,WHITE,NAT_A,41,73,7,10
STES,"('MicroRNA', 'Methylation')",OS,1,WHITE,NAT_A,213,74,15,7
STES,"('MicroRNA', 'Methylation')",OS,2,WHITE,NAT_A,95,118,7,13
STES,"('MicroRNA', 'Methylation')",OS,3,WHITE,NAT_A,41,133,7,13
STES,"('MicroRNA', 'Methylation')",PFI,1,WHITE,NAT_A,184,71,12,8
STES,"('MicroRNA', 'Methylation')",PFI,2,WHITE,NAT_A,80,106,7,11
STES,"('MicroRNA', 'Methylation')",PFI,3,WHITE,NAT_A,32,115,6,12
STES,"('mRNA', 'Methylation')",DSS,2,WHITE,NAT_A,91,63,6,10
STES,"('mRNA', 'Methylation')",DSS,3,WHITE,NAT_A,41,71,6,10
STES,"('mRNA', 'Methylation')",OS,1,WHITE,NAT_A,211,67,14,7
STES,"('mRNA', 'Methylation')",OS,2,WHITE,NAT_A,93,111,6,13
STES,"('mRNA', 'Methylation')",OS,3,WHITE,NAT_A,41,126,6,13
STES,"('mRNA', 'Methylation')",PFI,1,WHITE,NAT_A,182,68,11,8
STES,"('mRNA', 'Methylation')",PFI,2,WHITE,NAT_A,78,103,6,11
STES,"('mRNA', 'Methylation')",PFI,3,WHITE,NAT_A,32,110,5,12
STES,"('mRNA', 'MicroRNA')",DSS,1,WHITE,NAT_A,237,39,20,6
STES,"('mRNA', 'MicroRNA')",DSS,2,WHITE,NAT_A,110,77,9,15
STES,"('mRNA', 'MicroRNA')",DSS,3,WHITE,NAT_A,51,89,8,16
STES,"('mRNA', 'MicroRNA')",OS,1,WHITE,NAT_A,243,82,20,10
STES,"('mRNA', 'MicroRNA')",OS,2,WHITE,NAT_A,112,134,9,19
STES,"('mRNA', 'MicroRNA')",OS,3,WHITE,NAT_A,51,154,8,20
STES,"('mRNA', 'MicroRNA')",PFI,1,WHITE,NAT_A,208,82,17,10
STES,"('mRNA', 'MicroRNA')",PFI,2,WHITE,NAT_A,95,123,8,17
STES,"('mRNA', 'MicroRNA')",PFI,3,WHITE,NAT_A,42,133,6,19
STES,"('Protein', 'Methylation')",OS,1,WHITE,NAT_A,172,58,9,5
STES,"('Protein', 'Methylation')",PFI,1,WHITE,NAT_A,150,47,7,6
STES,"('Protein', 'MicroRNA')",OS,1,WHITE,NAT_A,197,68,12,7
STES,"('Protein', 'MicroRNA')",PFI,1,WHITE,NAT_A,171,55,10,7
STES,"('Protein', 'mRNA')",OS,1,WHITE,NAT_A,195,63,11,7
STES,"('Protein', 'mRNA')",PFI,1,WHITE,NAT_A,168,56,9,7
THCA,"('MicroRNA', 'Methylation')",PFI,2,WHITE,NAT_A,172,23,24,6
THCA,"('MicroRNA', 'Methylation')",PFI,3,WHITE,NAT_A,117,28,17,7
THCA,"('MicroRNA', 'Methylation')",PFI,4,WHITE,NAT_A,77,31,12,8
THCA,"('MicroRNA', 'Methylation')",PFI,5,WHITE,NAT_A,57,32,9,8
THCA,"('mRNA', 'Methylation')",PFI,2,WHITE,NAT_A,172,23,24,6
THCA,"('mRNA', 'Methylation')",PFI,3,WHITE,NAT_A,117,28,17,7
THCA,"('mRNA', 'Methylation')",PFI,4,WHITE,NAT_A,77,31,12,8
THCA,"('mRNA', 'Methylation')",PFI,5,WHITE,NAT_A,57,32,9,8
THCA,"('mRNA', 'MicroRNA')",PFI,2,WHITE,NAT_A,202,25,25,6
THCA,"('mRNA', 'MicroRNA')",PFI,3,WHITE,NAT_A,131,31,17,7
THCA,"('mRNA', 'MicroRNA')",PFI,4,WHITE,NAT_A,82,34,12,8
THCA,"('mRNA', 'MicroRNA')",PFI,5,WHITE,NAT_A,58,35,9,8
THCA,"('Protein', 'Methylation')",PFI,2,WHITE,NAT_A,136,17,19,6
THCA,"('Protein', 'Methylation')",PFI,3,WHITE,NAT_A,91,22,14,7
THCA,"('Protein', 'Methylation')",PFI,4,WHITE,NAT_A,58,25,11,8
THCA,"('Protein', 'Methylation')",PFI,5,WHITE,NAT_A,43,26,8,8
THCA,"('Protein', 'MicroRNA')",PFI,2,WHITE,NAT_A,156,19,19,6
THCA,"('Protein', 'MicroRNA')",PFI,3,WHITE,NAT_A,102,24,14,7
THCA,"('Protein', 'MicroRNA')",PFI,4,WHITE,NAT_A,62,27,11,8
THCA,"('Protein', 'MicroRNA')",PFI,5,WHITE,NAT_A,44,28,8,8
THCA,"('Protein', 'mRNA')",PFI,2,WHITE,NAT_A,160,19,19,6
THCA,"('Protein', 'mRNA')",PFI,3,WHITE,NAT_A,105,24,14,7
THCA,"('Protein', 'mRNA')",PFI,4,WHITE,NAT_A,65,27,11,8
THCA,"('Protein', 'mRNA')",PFI,5,WHITE,NAT_A,45,28,8,8
